Wall_time,Step,Value
1777035554.3065822,301,1.0
1777035565.2398171,423,2.5
1777035573.211172,507,1.6666666269302368
1777035585.224126,656,1.75
1777035591.92508,733,1.75
1777035602.0926106,856,1.600000023841858
1777035615.0568585,1005,1.6666666269302368
1777035622.8817596,1089,1.4285714626312256
1777035637.4724615,1262,1.625
1777035644.6258194,1346,1.625
1777035652.2286382,1424,1.4444444179534912
1777035661.8176048,1528,1.2999999523162842
1777035669.2431078,1606,1.2727272510528564
1777035678.5666265,1713,1.25
1777035685.7158196,1796,1.25
1777035694.7210267,1899,1.1538461446762085
1777035707.328997,2051,1.1428571939468384
1777035718.0470364,2173,1.2666666507720947
1777035729.0124116,2299,1.25
1777035746.09367,2521,1.25
1777035755.78575,2631,1.4117647409439087
1777035771.0086126,2818,1.4444444179534912
1777035778.6130269,2899,1.4736841917037964
1777035788.8417563,3020,1.4500000476837158
1777035795.7395413,3100,1.4500000476837158
1777035806.9751096,3225,1.4285714626312256
1777035819.3977933,3375,1.454545497894287
1777035826.628182,3452,1.39130437374115
1777035838.6690645,3596,1.4166666269302368
1777035845.4056957,3674,1.4166666269302368
1777035856.0910304,3797,1.3600000143051147
1777035872.0640633,3987,1.384615421295166
1777035882.7906058,4111,1.4444444179534912
1777035889.8430421,4189,1.3928571939468384
1777035904.6954896,4380,1.3928571939468384
1777035921.0601544,4577,1.4482758045196533
1777035928.9341006,4657,1.5
1777035936.3689215,4737,1.451612949371338
1777035953.001131,4944,1.53125
1777035961.3958507,5045,1.53125
1777035981.5885022,5291,1.575757622718811
1777035996.9598372,5481,1.6176470518112183
1777036011.2530496,5654,1.6857142448425293
1777036022.2572958,5780,1.6666666269302368
1777036032.1711721,5902,1.6666666269302368
1777036049.4879453,6113,1.7027027606964111
1777036063.0365894,6283,1.736842155456543
1777036073.3042142,6405,1.7179486751556396
1777036085.8354242,6554,1.725000023841858
1777036097.3881135,6699,1.725000023841858
1777036105.1161435,6780,1.7317073345184326
1777036113.4057524,6864,1.6904761791229248
1777036125.5672576,7012,1.6976743936538696
1777036133.8010013,7093,1.6590908765792847
1777036140.9810696,7177,1.6590908765792847
1777036154.0595334,7328,1.6666666269302368
1777036167.007609,7478,1.6304347515106201
1777036179.0825,7626,1.6808511018753052
1777036186.6750517,7707,1.6458333730697632
1777036195.5794046,7815,1.6458333730697632
1777036206.9544551,7941,1.6326531171798706
1777036216.2786422,8050,1.6200000047683716
1777036228.7086215,8196,1.6470588445663452
1777036235.7322972,8273,1.615384578704834
1777036242.670259,8354,1.615384578704834
1777036249.8623326,8431,1.5849056243896484
1777036258.7595732,8537,1.5740740299224854
1777036275.5483878,8752,1.5818182229995728
1777036290.9618268,8946,1.6428571939468384
1777036302.8692057,9097,1.6428571939468384
1777036314.0276341,9222,1.6666666269302368
1777036322.5493386,9306,1.637930989265442
1777036337.9181263,9496,1.6440677642822266
1777036345.2254987,9578,1.6333333253860474
1777036355.41456,9704,1.6333333253860474
1777036363.5714881,9788,1.622950792312622
1777036374.0402362,9912,1.5967742204666138
1777036389.6355793,10105,1.6190476417541504
1777036400.4005575,10233,1.625
1777036407.5028057,10316,1.625
1777036415.286663,10397,1.600000023841858
1777036427.226077,10543,1.575757622718811
1777036436.9321237,10646,1.5970149040222168
1777036444.2482278,10724,1.5735293626785278
1777036454.2049263,10847,1.5735293626785278
1777036464.8588083,10966,1.56521737575531
1777036472.5557404,11046,1.5571428537368774
1777036480.147597,11130,1.5352113246917725
1777036491.0431337,11255,1.5277777910232544
1777036497.9582057,11336,1.5277777910232544
1777036508.5735383,11457,1.5068492889404297
1777036519.762231,11579,1.5135135650634766
1777036527.9731174,11663,1.493333339691162
1777036539.858628,11806,1.5
1777036549.800059,11929,1.5
1777036557.2651162,12012,1.4935065507888794
1777036569.554144,12160,1.5
1777036581.7132556,12307,1.49367094039917
1777036591.8615816,12427,1.5
1777036598.580399,12505,1.5
1777036606.0354111,12582,1.4814814329147339
1777036618.3607576,12729,1.487804889678955
1777036637.0314898,12965,1.518072247505188
1777036644.7653883,13045,1.5
1777036654.8957906,13171,1.5
1777036670.587925,13367,1.4941176176071167
1777036678.1038048,13448,1.5116279125213623
1777036689.1105425,13579,1.4942529201507568
1777036698.8149414,13686,1.5113636255264282
1777036710.3958507,13831,1.5113636255264282
1777036722.3055663,13979,1.516853928565979
